"Obama has called the GOP budget social Darwinism. Nice try, but they believe in social creationism.",0.0625,0.0,obama has called the gop budget social darwinism nice try but they believe in social creationism
Obama and Cantor are all smiles as JOBS Act is signed into law http://t.co/5ac6zmY0 via @zite,0.0,0.0,obama and cantor are all smiles as jobs act is signed into law httptco5ac6zmy0 via zite
@EileenLeft @Wary12 This is from @DavidShuster IMPORTANT MSM helpRomney get away with his lies.We must warn ind voters  http://t.co/Au49TLVs,0.1,0.0,eileenleft wary12 this is from davidshuster important msm helpromney get away with his lieswe must warn ind voters  httptcoau49tlvs
"RT @ohgirlphrase: American kid ""You're from the UK? Ohhh cool, So do you have tea with the Queen?"". British kid: ""Do you like, go to Mcdonalds with Obama?",0.0,0.0,rt ohgirlphrase american kid youre from the uk ohhh cool so do you have tea with the queen british kid do you like go to mcdonalds with obama
"If Obama is a ""law professor,"" I am a Navy SEAL.  What a farce!  A Harvard law grad doesn't know Marbury v. Madison?  He's an ignorant twit.",0.1,0.06666666666666667,if obama is a law professor i am a navy seal  what a farce  a harvard law grad doesnt know marbury v madison  hes an ignorant twit
"Obama says 2012 will be a ""fun debate"": President Barack Obama says the 2012 election will be a ""fun debate"" ove... http://t.co/RpPh3u0V",0.18181818181818182,0.0,obama says 2012 will be a fun debate president barack obama says the 2012 election will be a fun debate ove httptcorpph3u0v
Oh well 4 more years under Obama if that's good or bad idk. But I don't think americans are stupid enough to vote for Romney.,0.08,0.08,oh well 4 more years under obama if thats good or bad idk but i dont think americans are stupid enough to vote for romney
RT @markknoller: Pres Obama says it'll be a big debate and a fun debate because - he says - he has the truth on his side.,0.11538461538461539,0.0,rt markknoller pres obama says itll be a big debate and a fun debate because  he says  he has the truth on his side
"Talking about gas. Asked who is to blame. Tell him I can't narrow it to a single person. ""First guy all week that didnt blame Obama!""",0.0,0.11538461538461539,talking about gas asked who is to blame tell him i cant narrow it to a single person first guy all week that didnt blame obama
"RT @ohgirlphrase: American kid ""You're from the UK? Ohhh cool, So do you have tea with the Queen?"". British kid: ""Do you like, go to Mcdonalds with Obama?",0.0,0.0,rt ohgirlphrase american kid youre from the uk ohhh cool so do you have tea with the queen british kid do you like go to mcdonalds with obama
Obama believes women should be admitted to Augusta http://t.co/ltBrqsgc via @edshow,0.0,0.0,obama believes women should be admitted to augusta httptcoltbrqsgc via edshow
So let me get this right the supreme court is going over Obama's Healthcare reviewing and deciding whether or not to challenge it.,0.08695652173913043,0.043478260869565216,so let me get this right the supreme court is going over obamas healthcare reviewing and deciding whether or not to challenge it
RT @JeffersonObama: Arianna Huffington blasting President Obama at any chance and praising GOP. This pic explains things. http://t.co/Ov6I5CoS,0.05555555555555555,0.0,rt jeffersonobama arianna huffington blasting president obama at any chance and praising gop this pic explains things httptcoov6i5cos
Holder to 5th Circuit. Obama didn't say what he said. Read letter at http://t.co/rkNdEmIy #tcot #tlot #withnewt #prolife #sgp #lnyhbt #tpp,0.0,0.0,holder to 5th circuit obama didnt say what he said read letter at httptcorkndemiy tcot tlot withnewt prolife sgp lnyhbt tpp
"RT @thinkprogress: Romney, who has two Harvard degrees, blasts Obama for spending ""too much time at Harvard."" http://t.co/avbgNT57 #icymi",0.0,0.0,rt thinkprogress romney who has two harvard degrees blasts obama for spending too much time at harvard httptcoavbgnt57 icymi
"RT @ohgirlphrase: American kid ""You're from the UK? Ohhh cool, So do you have tea with the Queen?"". British kid: ""Do you like, go to Mcdonalds with Obama?",0.0,0.0,rt ohgirlphrase american kid youre from the uk ohhh cool so do you have tea with the queen british kid do you like go to mcdonalds with obama
"RT @HuffPostPol: Jim DeMint calls President Obama a ""bully"" http://t.co/2kXhMwKY",0.0,0.1,rt huffpostpol jim demint calls president obama a bully httptco2kxhmwky
"RT @Fer_SmilerJB: En el backstage de los KCA's, Harry le pregunto a Michelle Obama como hacia para ordenar pizza desde la Casa Blanca.",0.0,0.0,rt fersmilerjb en el backstage de los kcas harry le pregunto a michelle obama como hacia para ordenar pizza desde la casa blanca
RT@pslweb Endorsement Of Democrats: A Misuse Of Union Time And Money http://t.co/l3QGcWds #union #ilwu #seiu #aflcio #demproxy #union #alba,0.05263157894736842,0.0,rtpslweb endorsement of democrats a misuse of union time and money httptcol3qgcwds union ilwu seiu aflcio demproxy union alba
Obama's Signing Of JOBS Act Likely Won't Dim #GOP Charge He's Anti-Jobs http://t.co/4INNVGfC You think? #FoxNews #TeaParty #tcot #p2,0.0,0.05263157894736842,obamas signing of jobs act likely wont dim gop charge hes antijobs httptco4innvgfc you think foxnews teaparty tcot p2
"Obama talking about women being able to golf, while @MittRomney  cares about women making ends meet and putting food on the table!",0.08695652173913043,0.0,obama talking about women being able to golf while mittromney  cares about women making ends meet and putting food on the table
"RT @ohgirlphrase: American kid ""You're from the UK? Ohhh cool, So do you have tea with the Queen?"". British kid: ""Do you like, go to Mcdonalds with Obama?",0.0,0.0,rt ohgirlphrase american kid youre from the uk ohhh cool so do you have tea with the queen british kid do you like go to mcdonalds with obama
"RT @ohgirlphrase: American kid ""You're from the UK? Ohhh cool, So do you have tea with the Queen?"". British kid: ""Do you like, go to Mcdonalds with Obama?",0.0,0.0,rt ohgirlphrase american kid youre from the uk ohhh cool so do you have tea with the queen british kid do you like go to mcdonalds with obama
RT @JoiningForces: Photo of the Day: First Lady Michelle Obama greets a #WoundedWarrior @ Walter Reed in #Bethesda: http://t.co/IwG56RDK,0.05263157894736842,0.0,rt joiningforces photo of the day first lady michelle obama greets a woundedwarrior  walter reed in bethesda httptcoiwg56rdk
"RT @ohgirlphrase: American kid ""You're from the UK? Ohhh cool, So do you have tea with the Queen?"". British kid: ""Do you like, go to Mcdonalds with Obama?",0.0,0.0,rt ohgirlphrase american kid youre from the uk ohhh cool so do you have tea with the queen british kid do you like go to mcdonalds with obama
@YungdashK I think you come across quite up yourself to think people have to earn a follow from you. You're not Barack Obama sweet cheeks,0.04,0.0,yungdashk i think you come across quite up yourself to think people have to earn a follow from you youre not barack obama sweet cheeks
"RT @ohgirlphrase: American kid ""You're from the UK? Ohhh cool, So do you have tea with the Queen?"". British kid: ""Do you like, go to Mcdonalds with Obama?",0.0,0.0,rt ohgirlphrase american kid youre from the uk ohhh cool so do you have tea with the queen british kid do you like go to mcdonalds with obama
Breaking News: Million Men March to #Jerusalem was conceived and orchestrated by #Obama's #Globalist controllers -- http://t.co/R80dwTeD,0.058823529411764705,0.0,breaking news million men march to jerusalem was conceived and orchestrated by obamas globalist controllers  httptcor80dwted
"RT @ohgirlphrase: American kid ""You're from the UK? Ohhh cool, So do you have tea with the Queen?"". British kid: ""Do you like, go to Mcdonalds with Obama?",0.0,0.0,rt ohgirlphrase american kid youre from the uk ohhh cool so do you have tea with the queen british kid do you like go to mcdonalds with obama
#Obama 12' win &gt; Debt increased by 87 percent & will top $20 trillion in 2016,0.1875,0.0,obama 12 win gt debt increased by 87 percent  will top 20 trillion in 2016
http://t.co/3COJeZ2F  STOP IT!!!,0.25,0.0,httptco3cojez2f  stop it
"RT @markknoller: AT a campaign fundraiser tonight, Pres. Obama again denounced Mitt Romney by name for his support of the House-passed GOP Budget.",0.043478260869565216,0.0,rt markknoller at a campaign fundraiser tonight pres obama again denounced mitt romney by name for his support of the housepassed gop budget
"RT @dqnickle: I wonder who'd win in a footrace, Barack Obama or Mitt Romney...stereotypes tell me Bam...but those things aren't very reliable are they",0.041666666666666664,0.0,rt dqnickle i wonder whod win in a footrace barack obama or mitt romneystereotypes tell me bambut those things arent very reliable are they
RIGHT SPEAK: LET US NOT FORGET THAT PETTY SANTORUM ENDORSES OBAMA OVER ROMNEY! NOT PRESIDENTIAL! http://t.co/ZqAuGKOd #elections2012 #gop,0.05555555555555555,0.05555555555555555,right speak let us not forget that petty santorum endorses obama over romney not presidential httptcozqaugkod elections2012 gop
Obama inherited (if you want to use his lame wording) $10.6 trillion in debt and turned it into $15.2 trillion. #tcot #p2 #ocra #teaparty,0.0,0.041666666666666664,obama inherited if you want to use his lame wording 106 trillion in debt and turned it into 152 trillion tcot p2 ocra teaparty
"RT @thinkprogress: Romney, who has two Harvard degrees, blasts Obama for spending ""too much time at Harvard."" http://t.co/avbgNT57 #icymi",0.0,0.0,rt thinkprogress romney who has two harvard degrees blasts obama for spending too much time at harvard httptcoavbgnt57 icymi
"RT @ohgirlphrase: American kid ""You're from the UK? Ohhh cool, So do you have tea with the Queen?"". British kid: ""Do you like, go to Mcdonalds with Obama?",0.0,0.0,rt ohgirlphrase american kid youre from the uk ohhh cool so do you have tea with the queen british kid do you like go to mcdonalds with obama
"Obamacare passed by 7 votes. For #Obama this is a ""strong majority"". LOL!  http://t.co/tX5Rx9tC #tcot #dem",0.11764705882352941,0.0,obamacare passed by 7 votes for obama this is a strong majority lol  httptcotx5rx9tc tcot dem
RT @BuckSexton: interesting to see how Obama and co. game housing market to avoid final correction b4 election. millions of homes glutting market = GOP win,0.07692307692307693,0.038461538461538464,rt bucksexton interesting to see how obama and co game housing market to avoid final correction b4 election millions of homes glutting market  gop win
"RT @ohgirlphrase: American kid ""You're from the UK? Ohhh cool, So do you have tea with the Queen?"". British kid: ""Do you like, go to Mcdonalds with Obama?",0.0,0.0,rt ohgirlphrase american kid youre from the uk ohhh cool so do you have tea with the queen british kid do you like go to mcdonalds with obama
RT @Talkmaster: Oh now I get it. Obama was talking in shorthand and we were just too dumb to understand how smart he really is.  Gagme.,0.1111111111111111,0.037037037037037035,rt talkmaster oh now i get it obama was talking in shorthand and we were just too dumb to understand how smart he really is  gagme
"@WilliamShatner  I just seen the HBO documentary hot coffee.I feel so upset, we need four more years of President Obama 1000% certtain!!!",0.13043478260869565,0.08695652173913043,williamshatner  i just seen the hbo documentary hot coffeei feel so upset we need four more years of president obama 1000 certtain
"@IamDonCheadle In your view,do you believe Obama has been an economic disaster?",0.0,0.08333333333333333,iamdoncheadle in your viewdo you believe obama has been an economic disaster
Obama 's hair whole gray!,0.0,0.0,obama s hair whole gray
"RT @ohgirlphrase: American kid ""You're from the UK? Ohhh cool, So do you have tea with the Queen?"". British kid: ""Do you like, go to Mcdonalds with Obama?",0.0,0.0,rt ohgirlphrase american kid youre from the uk ohhh cool so do you have tea with the queen british kid do you like go to mcdonalds with obama
#WhatsRomneyHiding HE WONDERING.. WHATS OBAMA HIDING?????  remember the most transparent adm in history.. LMBO,0.06666666666666667,0.0,whatsromneyhiding he wondering whats obama hiding  remember the most transparent adm in history lmbo
